publishedAt,title,description,content,url,source,text,sentiment_label,sentiment_score,confidence
2025-10-16 13:39:23+00:00,Chip stocks rise after TSMC's rosy outlook on strong AI demand,"(Reuters) -Semiconductor stocks advanced on Thursday after top contract chipmaker TSMC (TSM) issued a rosy forecast, fanning optimism about demand for...","(Reuters) -Semiconductor stocks advanced on Thursday after top contract chipmaker TSMC (TSM) issued a rosy forecast, fanning optimism about demand for artificial intelligence infrastructure in a week… [+1608 chars]",https://finance.yahoo.com/news/chip-stocks-rise-tsmcs-rosy-133923357.html,"{'id': None, 'name': 'Yahoo Entertainment'}","Chip stocks rise after TSMC's rosy outlook on strong AI demand. (Reuters) -Semiconductor stocks advanced on Thursday after top contract chipmaker TSMC (TSM) issued a rosy forecast, fanning optimism about demand for...",positive,1,0.9420421123504639
2025-10-16 12:51:02+00:00,Apple CEO Tim Cook Pledges to Increase Investment in China,"Apple CEO Tim Cook pledged to expand the company's investments in China during his latest visit to the country, signaling that Apple intends to maintain a strong presence in its most important manufacturing hub even as it continues diversifying production els…","Apple CEO Tim Cook pledged to expand the company's investments in China during his latest visit to the country, signaling that Apple intends to maintain a strong presence in its most important manufa… [+2345 chars]",https://www.macrumors.com/2025/10/16/tim-cook-to-increase-investment-in-china/,"{'id': None, 'name': 'MacRumors'}","Apple CEO Tim Cook Pledges to Increase Investment in China. Apple CEO Tim Cook pledged to expand the company's investments in China during his latest visit to the country, signaling that Apple intends to maintain a strong presence in its most important manufacturing hub even as it continues diversifying production els…",positive,1,0.9400049448013306
2025-10-16 12:23:47+00:00,Why NVIDIA Stock Rose 80% In 6 Months?,The 77.2% change in NVIDIA (NVDA) stock from 4/18/2025 to 10/15/2025 was chiefly motivated by a 48.4% change in the company’s P/E Multiple.,"Photo Illustration by Costfoto/NurPhoto via Getty Images
NurPhoto via Getty Images
From a quantitative perspective, the 77.2% change in NVIDIA (NVDA)
 stock from 4/18/2025 to 10/15/2025 was chiefl… [+4438 chars]",https://www.forbes.com/sites/greatspeculations/2025/10/16/why-nvidia-stock-rose-80-in-6-months/,"{'id': None, 'name': 'Forbes'}",Why NVIDIA Stock Rose 80% In 6 Months?. The 77.2% change in NVIDIA (NVDA) stock from 4/18/2025 to 10/15/2025 was chiefly motivated by a 48.4% change in the company’s P/E Multiple.,positive,1,0.9045317769050598
2025-10-15 13:22:27+00:00,ASML shrugs off China slump with faith in AI-fueled chip demand,"Beijing's self-reliance push and US export limits hit orders
Europe's tech darling ASML has warned Chinese demand for its chipmaking kit will plummet next year, as Beijing doubles down on home-grown alternatives in response to Uncle Sam's export restrictions …","Europe's tech darling ASML has warned Chinese demand for its chipmaking kit will plummet next year, as Beijing doubles down on home-grown alternatives in response to Uncle Sam's export restrictions a… [+3291 chars]",https://www.theregister.com/2025/10/15/asml_q3_2025/,"{'id': None, 'name': 'Theregister.com'}","ASML shrugs off China slump with faith in AI-fueled chip demand. Beijing's self-reliance push and US export limits hit orders
Europe's tech darling ASML has warned Chinese demand for its chipmaking kit will plummet next year, as Beijing doubles down on home-grown alternatives in response to Uncle Sam's export restrictions …",negative,-1,0.966293454170227
2025-10-15 12:35:00+00:00,NVDA vs. AMD: Which AI Hardware Stock Has Better Investment Potential?,"NVIDIA's dominance in AI chips, booming data center sales and expanding partnerships give it an edge over AMD in the race for AI hardware leadership.","NVIDIA Corporation NVDA and Advanced Micro Devices, Inc. AMD sit at the center of the artificial intelligence (AI) hardware revolution. Both are crucial players in the semiconductor space, competing … [+5531 chars]",https://finance.yahoo.com/news/nvda-vs-amd-ai-hardware-123500021.html,"{'id': None, 'name': 'Yahoo Entertainment'}","NVDA vs. AMD: Which AI Hardware Stock Has Better Investment Potential?. NVIDIA's dominance in AI chips, booming data center sales and expanding partnerships give it an edge over AMD in the race for AI hardware leadership.",positive,1,0.943056046962738
2025-10-15 09:30:01+00:00,Morgan Stanley says the colossal AI spending spree could pay for itself by 2028,"Some in markets have wondered if the AI spending boom is sustainable, but Morgan Stanley says the huge capex will deliver returns by 2028.","AI is the story driving markets in 2025, but as companies rack up huge tabs in their sprawling infrastructure buildout, some investors have begun to worry: will all of the spending be worth it?
Morg… [+1639 chars]",https://www.businessinsider.com/ai-spending-boom-capex-big-tech-morgan-stanley-2025-10,"{'id': 'business-insider', 'name': 'Business Insider'}","Morgan Stanley says the colossal AI spending spree could pay for itself by 2028. Some in markets have wondered if the AI spending boom is sustainable, but Morgan Stanley says the huge capex will deliver returns by 2028.",positive,1,0.9145671129226685
2025-10-15 08:57:52+00:00,Jensen Huang name-checks 6 AI companies — and says 100% of Nvidia engineers use one of them,Six AI startups are part of Jensen Huang's future vision for human-agentic AI workforces.,"Nvidia is partnering with beleaguered Intel to the tune of $5 billion.Kent Nishimura/REUTERS
<ul><li>Jensen Huang highlighted six AI startups that he said will be part of the human-digital workforce… [+2553 chars]",https://www.businessinsider.com/jensen-huang-hot-ai-startups-nvidia-vibe-coding-cursor-openai-2025-10,"{'id': 'business-insider', 'name': 'Business Insider'}",Jensen Huang name-checks 6 AI companies — and says 100% of Nvidia engineers use one of them. Six AI startups are part of Jensen Huang's future vision for human-agentic AI workforces.,neutral,0,0.8749655485153198
2025-10-14 21:46:05+00:00,Maingear Announces Doom-Themed Gaming PC That Is Sure to Rip and Tear Apart Your Wallet,"This premium series of desktop PCs, created in collaboration with Havn, offer three pricey configs with cutting-edge gaming specs.","Maingear revealed its newest custom-built gaming PCs, the Doom Series, which serve as an ode to one of the most iconic first-person shooter games of all time. Created in collaboration with Havn, each… [+3233 chars]",https://www.cnet.com/tech/computing/maingear-announces-doom-themed-gaming-pc-that-is-sure-to-rip-and-tear-apart-your-wallet/,"{'id': None, 'name': 'CNET'}","Maingear Announces Doom-Themed Gaming PC That Is Sure to Rip and Tear Apart Your Wallet. This premium series of desktop PCs, created in collaboration with Havn, offer three pricey configs with cutting-edge gaming specs.",neutral,0,0.810211718082428
2025-10-14 21:34:11+00:00,Inside Nvidia's org chart: See 36 leaders who report to CEO Jensen Huang at the world's most valuable company,Nvidia CEO Jensen Huang is known for having more direct reports than other tech leaders. An internal list shows these 36 reports.,"Jensen HuangKent Nishimura/Reuters
<ul><li>An internal list shows Nvidia CEO Jensen Huang's 36 direct reports.</li><li>Huang is known for having many direct reports and said he had 55 last year.</li… [+4906 chars]",https://www.businessinsider.com/nvidia-org-chart-leaders-report-to-ceo-jensen-huang-2025-10,"{'id': 'business-insider', 'name': 'Business Insider'}",Inside Nvidia's org chart: See 36 leaders who report to CEO Jensen Huang at the world's most valuable company. Nvidia CEO Jensen Huang is known for having more direct reports than other tech leaders. An internal list shows these 36 reports.,neutral,0,0.9156192541122437
2025-10-13 19:40:03+00:00,Is the AI Conveyor Belt of Capital About to Stop?,Good thing it's only the entire economy propped up by this right now.,The American economy is little more than a big bet on AI. Morgan Stanley investor Ruchir Sharma recently noted that money poured into AI investments now accounts for about 40% of the United States GD… [+12177 chars],https://gizmodo.com/is-the-ai-conveyor-belt-of-capital-about-to-stop-2000671017,"{'id': None, 'name': 'Gizmodo.com'}",Is the AI Conveyor Belt of Capital About to Stop?. Good thing it's only the entire economy propped up by this right now.,neutral,0,0.6956433057785034
2025-10-13 14:59:44+00:00,OpenAI partners with Broadcom to produce its own AI chips,OpenAI is teaming up with Broadcom to produce its own computer chips to power its AI data centers. The deal is the latest in a series of partnerships designed to reduce the company’s reliance on Nvidia and secure enough computing power to fuel apps like ChatG…,"<ul><li></li><li></li><li></li></ul>
Chipping away at Nvidias dominance one deal at a time.
Chipping away at Nvidias dominance one deal at a time.
by
Robert HartClose
Robert Hart
Posts from thi… [+2922 chars]",https://www.theverge.com/news/798827/openai-broadcom-custom-ai-chips,"{'id': 'the-verge', 'name': 'The Verge'}",OpenAI partners with Broadcom to produce its own AI chips. OpenAI is teaming up with Broadcom to produce its own computer chips to power its AI data centers. The deal is the latest in a series of partnerships designed to reduce the company’s reliance on Nvidia and secure enough computing power to fuel apps like ChatG…,positive,1,0.8457560539245605
2025-10-13 13:32:01+00:00,OpenAI is eying a $25 billion data center project in Argentina,"OpenAI's initiative with Sur Energy would be one of Argentina's largest energy infrastructure projects ever, with 500 megawatts of capacity.","Sam Altman, CEO OpenAI, photographed in BerlinIMAGO/BMF via Reuters Connect
<ul><li>OpenAI's flurry of dealmaking for AI compute continues, with the company eying a huge project in Argentina. </li><… [+2007 chars]",https://www.businessinsider.com/openai-data-center-argentina-sur-engery-ai-compute-2025-10,"{'id': 'business-insider', 'name': 'Business Insider'}","OpenAI is eying a $25 billion data center project in Argentina. OpenAI's initiative with Sur Energy would be one of Argentina's largest energy infrastructure projects ever, with 500 megawatts of capacity.",positive,1,0.5621694922447205
2025-10-13 12:00:00+00:00,Best Windows Laptops (2025): WIRED-Tested Laptops to Buy,"If you can’t upgrade to Windows 11 with a simple software update, these are the best Windows 11 laptops to buy right now.","You'll want to read our extensive guide on How to Choose the Right Laptop, but for the basics, you'll want to decide what category of laptop you need. Most people should buy a 13-inch or 14-inch lapt… [+3054 chars]",https://www.wired.com/gallery/best-windows-laptops/,"{'id': 'wired', 'name': 'Wired'}","Best Windows Laptops (2025): WIRED-Tested Laptops to Buy. If you can’t upgrade to Windows 11 with a simple software update, these are the best Windows 11 laptops to buy right now.",neutral,0,0.8915090560913086
2025-10-13 10:45:50+00:00,The world's 10 richest people lost nearly $70 billion in Friday's market rout,"Elon Musk, Jeff Bezos, and Mark Zuckerberg led the wealth declines on Friday as fresh fears of a trade war hammered stocks.","Larry Ellison is one of the world's richest men, so he can buy anything he wants, like a media company or two. That's what Elon Musk did with Twitter.Anna Moneymaker; Kevin Dietsch / Getty Images
<u… [+2361 chars]",https://www.businessinsider.com/rich-list-trump-trade-war-musk-bezos-zuck-ai-stocks-2025-10,"{'id': 'business-insider', 'name': 'Business Insider'}","The world's 10 richest people lost nearly $70 billion in Friday's market rout. Elon Musk, Jeff Bezos, and Mark Zuckerberg led the wealth declines on Friday as fresh fears of a trade war hammered stocks.",negative,-1,0.9687554240226746
2025-10-13 08:11:01+00:00,"In Big Tech's knotty game of AI Twister, what happens when a giant slips?",It's not just OpenAI and Oracle. Inside the rise of strange AI bedfellows.,"You know the saying: Keep your friends close, and your trillion-dollar AI enemies closer.
The artificial intelligence explosion has sparked an intensity of competition in Silicon Valley not seen sin… [+10695 chars]",https://www.businessinsider.com/big-techs-ai-love-fest-getting-messy-openai-oracle-2025-10,"{'id': 'business-insider', 'name': 'Business Insider'}","In Big Tech's knotty game of AI Twister, what happens when a giant slips?. It's not just OpenAI and Oracle. Inside the rise of strange AI bedfellows.",neutral,0,0.8618612289428711
2025-10-12 14:00:52+00:00,"Maingear’s Apex Rush Gaming Desktop Makes Laziness Feel So, So Good","Maingear's new PC puts an extra premium on its pretty build, but it's a damn nice desktop besides.","You can build your own PC. It isnt that hard. The time commitment may be too much for some people, but the end result is normally more compelling since you know what went into it and what may inevita… [+9627 chars]",https://gizmodo.com/maingear-apex-rush-desktop-pc-review-gaming-benchmarks-2000670460,"{'id': None, 'name': 'Gizmodo.com'}","Maingear’s Apex Rush Gaming Desktop Makes Laziness Feel So, So Good. Maingear's new PC puts an extra premium on its pretty build, but it's a damn nice desktop besides.",neutral,0,0.6599452495574951
2025-10-12 08:07:18+00:00,Navitas Semiconductor (NVTS): Assessing Valuation After NVIDIA AI Partnership and Manufacturing Expansion,Navitas Semiconductor (NVTS) recently announced a partnership with NVIDIA to develop high-voltage power solutions tailored for AI data centers. This...,Navitas Semiconductor (NVTS) recently announced a partnership with NVIDIA to develop high-voltage power solutions tailored for AI data centers. This collaboration is driving renewed interest and posi… [+3523 chars],https://finance.yahoo.com/news/navitas-semiconductor-nvts-assessing-valuation-080718260.html,"{'id': None, 'name': 'Yahoo Entertainment'}",Navitas Semiconductor (NVTS): Assessing Valuation After NVIDIA AI Partnership and Manufacturing Expansion. Navitas Semiconductor (NVTS) recently announced a partnership with NVIDIA to develop high-voltage power solutions tailored for AI data centers. This...,positive,1,0.8884997963905334
2025-10-11 18:34:00+00:00,'Circular' AI Mega-Deals by AI and Hardware Giants are Raising Eyebrows,"""Nvidia is investing billions in and selling chips to OpenAI, which is also buying chips from and earning stock in AMD,"" writes SFGate. ""AMD sells processors to Oracle, which is building data centers with OpenAI — which also gets data center work from CoreWea…","""Nvidia is investing billions in and selling chips to OpenAI, which is also buying chips from and earning stock in AMD,"" writes SFGate. ""AMD sells processors to Oracle, which is building data centers… [+1630 chars]",https://slashdot.org/story/25/10/11/1819237/circular-ai-mega-deals-by-ai-and-hardware-giants-are-raising-eyebrows,"{'id': None, 'name': 'Slashdot.org'}","'Circular' AI Mega-Deals by AI and Hardware Giants are Raising Eyebrows. ""Nvidia is investing billions in and selling chips to OpenAI, which is also buying chips from and earning stock in AMD,"" writes SFGate. ""AMD sells processors to Oracle, which is building data centers with OpenAI — which also gets data center work from CoreWea…",neutral,0,0.7002758979797363
2025-10-11 12:00:00+00:00,Lenovo Yoga Pro 9i 16 Review: A True MacBook Pro Rival?,"No Windows laptop is dethroning the MacBook Pro anytime soon, but the Yoga Pro 9i 16 gets surprisingly close.","We shouldnt expect any Windows laptop with a powerful discrete GPU to truly replicate what the MacBook Pro does. Yes, there are more powerful systems out there, but efficiency is just not what those … [+1903 chars]",https://www.wired.com/review/lenovo-yoga-pro-9i-16/,"{'id': 'wired', 'name': 'Wired'}","Lenovo Yoga Pro 9i 16 Review: A True MacBook Pro Rival?. No Windows laptop is dethroning the MacBook Pro anytime soon, but the Yoga Pro 9i 16 gets surprisingly close.",positive,1,0.6346281170845032
2025-10-09 19:31:37+00:00,"So, Is Intel Still Making Graphics Cards?","Intel won’t talk about its partnership with Nvidia, but the chipmaker’s still promising “the Next Arc family.”",Theres something strange going on at Intel. The company is looking to get leaner as it simultaneously builds up its chipmaking capabilities. The U.S. chip giants nascent venture into graphics cards d… [+4303 chars],https://gizmodo.com/intel-still-making-graphics-cards-2000670431,"{'id': None, 'name': 'Gizmodo.com'}","So, Is Intel Still Making Graphics Cards?. Intel won’t talk about its partnership with Nvidia, but the chipmaker’s still promising “the Next Arc family.”",neutral,0,0.5938334465026855
2025-10-09 18:10:32+00:00,3 things we learned from OpenAI CEO Sam Altman about his deal strategy this week,"OpenAI's partnerships have pushed the value of its dealmaking to $1 trillion this year alone, and CEO Sam Altman doesn't seem to be finished.","Sam Altman speaking at OpenAI's DevDay.Benjamin LEGENDRE / AFP
<ul><li>OpenAI has been on a dealmaking tear, as its partnerships with Nvidia and others top $1 trillion.</li><li>Sam Altman shared the… [+3402 chars]",https://www.businessinsider.com/sam-altman-openai-deal-strategy-amd-nvidia-oracle-coreweave-chips-2025-10,"{'id': 'business-insider', 'name': 'Business Insider'}","3 things we learned from OpenAI CEO Sam Altman about his deal strategy this week. OpenAI's partnerships have pushed the value of its dealmaking to $1 trillion this year alone, and CEO Sam Altman doesn't seem to be finished.",neutral,0,0.558947741985321
2025-10-09 12:55:28+00:00,"Here is Panther Lake, Intel’s 2026 laptop chip with next-gen graphics","Panther Lake is the most important chip Intel has made in years. It's the one that will tell the world if a smaller, more focused Intel can still meet or beat the competition from Apple, AMD, and Qualcomm. It's the first on Intel's 18A process, the one Intel …","<ul><li></li><li></li><li></li></ul>
What we know about the next Intel Core Ultra.
What we know about the next Intel Core Ultra.
by
Sean HollisterClose
Sean Hollister
Posts from this author wil… [+7111 chars]",https://www.theverge.com/report/797146/intel-panther-lake-core-series-3-architecture-platform-feature-reveal,"{'id': 'the-verge', 'name': 'The Verge'}","Here is Panther Lake, Intel’s 2026 laptop chip with next-gen graphics. Panther Lake is the most important chip Intel has made in years. It's the one that will tell the world if a smaller, more focused Intel can still meet or beat the competition from Apple, AMD, and Qualcomm. It's the first on Intel's 18A process, the one Intel …",neutral,0,0.8162409663200378
2025-10-08 15:45:13+00:00,Bank of England Warns of an AI Bubble Burst,"Valuations appear stretched especially for AI companies, the bank said.","The central bank of the United Kingdom is worried about an AI bubble burst.
“On a number of measures, equity market valuations appear stretched, particularly for technology companies focused on Arti… [+3990 chars]",https://gizmodo.com/bank-of-england-warns-of-an-ai-bubble-burst-2000669588,"{'id': None, 'name': 'Gizmodo.com'}","Bank of England Warns of an AI Bubble Burst. Valuations appear stretched especially for AI companies, the bank said.",negative,-1,0.9495481848716736
2025-10-08 13:39:27+00:00,"Jensen Huang says he regrets not investing more in xAI: 'Almost everything Elon's part of, you want to be part of'","Nvidia CEO Jensen Huang said he wishes he'd backed Elon Musk's xAI with more money, calling the AI startup a bet on a ""really great future company.""","Jensen Huang said his only regret about Elon Musk's xAI is not investing more, calling it a bet on the future of AI.ALLISON ROBBERT/AFP via Getty Images; Johannes Neudecker/picture alliance via Getty… [+2316 chars]",https://www.businessinsider.com/jensen-huang-regrets-not-investing-more-in-elon-musks-xai-2025-10,"{'id': 'business-insider', 'name': 'Business Insider'}","Jensen Huang says he regrets not investing more in xAI: 'Almost everything Elon's part of, you want to be part of'. Nvidia CEO Jensen Huang said he wishes he'd backed Elon Musk's xAI with more money, calling the AI startup a bet on a ""really great future company.""",neutral,0,0.6662952303886414
2025-10-07 13:18:56+00:00,WTO downgrades global trade growth forecast to 0.5% for next year,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Deloitte refund Australian government for AI errors? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How are AI d… [+777 chars]",https://biztoc.com/x/8539db3765c8b49d,"{'id': None, 'name': 'Biztoc.com'}",WTO downgrades global trade growth forecast to 0.5% for next year. ,negative,-1,0.9665047526359558
2025-10-07 08:12:02+00:00,"Amazon, Meta, Microsoft, and Google are gambling $320 billion on AI infrastructure. The payoff isn't there yet","Big Tech is set to spend $320 billion on capex, mainly for AI infrastructure like data centers. It's a construction boom unlike any in living memory.","When Sriram Krishnan, a senior White House policy advisor on artificial intelligence, appeared onstage at an event in Washington last month, he listed the Trump administration's priorities for advanc… [+12972 chars]",https://www.businessinsider.com/big-tech-ai-capex-infrastructure-data-center-wars-2025-10,"{'id': 'business-insider', 'name': 'Business Insider'}","Amazon, Meta, Microsoft, and Google are gambling $320 billion on AI infrastructure. The payoff isn't there yet. Big Tech is set to spend $320 billion on capex, mainly for AI infrastructure like data centers. It's a construction boom unlike any in living memory.",neutral,0,0.8919875025749207
2025-10-06 14:37:13+00:00,OpenAI signs multi-billion dollar chip deal with AMD,OpenAI signed a multi-year partnership Monday with chipmaker Advanced Micro Devices as the ChatGPT-maker continues an investment spree to secure massive...,"OpenAI sits at the center of an AI investment bonanza (Yuichi YAMAZAKI)
OpenAI signed a multi-year partnership Monday with chipmaker Advanced Micro Devices as the ChatGPT-maker continues an investme… [+2429 chars]",https://finance.yahoo.com/news/openai-signs-multi-billion-dollar-143713948.html,"{'id': None, 'name': 'Yahoo Entertainment'}",OpenAI signs multi-billion dollar chip deal with AMD. OpenAI signed a multi-year partnership Monday with chipmaker Advanced Micro Devices as the ChatGPT-maker continues an investment spree to secure massive...,positive,1,0.9400189518928528
2025-10-06 13:55:36+00:00,OpenAI Gobbles Up a Stake in AMD as Its Spending Spree Shows No Sign of Stopping,Sam Altman needs compute and will do whatever it takes to get it.,"OpenAI just inked another multibillion-dollar deal.
The AI giant is buying 6 gigawatts and billions of dollars worth of Nvidia-rival chipmaker AMD’s latest generation chips to power its next-generat… [+2994 chars]",https://gizmodo.com/openai-gobbles-up-a-stake-in-amd-as-its-spending-spree-shows-no-sign-of-stopping-2000668016,"{'id': None, 'name': 'Gizmodo.com'}",OpenAI Gobbles Up a Stake in AMD as Its Spending Spree Shows No Sign of Stopping. Sam Altman needs compute and will do whatever it takes to get it.,neutral,0,0.8819000124931335
2025-10-06 13:04:53+00:00,Real-time Nvidia GPU dashboard, Real-time NVIDIA GPU dashboard. Contribute to psalias2006/gpu-hot development by creating an account on GitHub.,"Self-contained dashboard for monitoring NVIDIA GPUs on remote servers. Access utilization and health metrics from a browser without SSH.
Runs in a single container on one port. No configuration requ… [+3473 chars]",https://github.com/psalias2006/gpu-hot,"{'id': None, 'name': 'Github.com'}",Real-time Nvidia GPU dashboard.  Real-time NVIDIA GPU dashboard. Contribute to psalias2006/gpu-hot development by creating an account on GitHub.,neutral,0,0.9051897525787354
2025-10-06 11:16:04+00:00,OpenAI just gave AMD a big boost in the AI chip wars,"The move provides a significant boost to AMD against Nvidia, which is the dominant player in the AI chip market.","AMD has agreed to a multi-billion-dollar partnership to supply its artificial intelligence chips to OpenAI.
The multi-year deal, announced Monday, will see OpenAI deploy 6 gigawatts of AMD GPUs, wit… [+810 chars]",https://www.businessinsider.com/openai-amd-chips-deal-nvidia-ai-2025-10,"{'id': 'business-insider', 'name': 'Business Insider'}","OpenAI just gave AMD a big boost in the AI chip wars. The move provides a significant boost to AMD against Nvidia, which is the dominant player in the AI chip market.",positive,1,0.9494967460632324
2025-10-05 23:00:21+00:00,How China is challenging Nvidia's AI chip dominance,Beijing has urged local firms to use homemade chips. But is China ready to turn away from Nvidia?,"Osmond ChiaBusiness reporter
Nvidia CEO Jensen Huang said China is ""nanoseconds behind"" the US in chips
The US has dominated the global technology market for decades. But China wants to change that… [+6985 chars]",https://www.bbc.com/news/articles/cgmz2vm3yv8o,"{'id': None, 'name': 'BBC News'}",How China is challenging Nvidia's AI chip dominance. Beijing has urged local firms to use homemade chips. But is China ready to turn away from Nvidia?,neutral,0,0.7258578538894653
2025-10-05 10:16:01+00:00,"Meet Lisa Su: CEO and president of Advanced Micro Devices, the main competitor to Nvidia","Lisa Su is the CEO behind AMD's meteoric rise, with the ambition to lead the AI chips industry and become a formidable rival to Nvidia.","Lisa Su is widely credited for accomplishing one of the most dramatic turnarounds in the tech industry, bringing AMD from a struggling company to an industry leader with a market cap of more than $27… [+10605 chars]",https://www.businessinsider.com/meet-lisa-su-ceo-and-president-of-advanced-micro-device,"{'id': 'business-insider', 'name': 'Business Insider'}","Meet Lisa Su: CEO and president of Advanced Micro Devices, the main competitor to Nvidia. Lisa Su is the CEO behind AMD's meteoric rise, with the ambition to lead the AI chips industry and become a formidable rival to Nvidia.",neutral,0,0.7967162728309631
